t,red,ir
1766854718.2775054,242052,224237
1766854718.2875073,241917,224137
1766854718.2975214,242085,224247
1766854718.3077307,242085,224247
1766854718.318008,242085,224247
1766854718.32753,241926,224135
1766854718.3375232,242086,224245
1766854718.3475254,242086,224245
1766854718.357509,242086,224245
1766854718.3675041,241925,224128
1766854718.3775046,242071,224239
1766854718.38751,242071,224239
1766854718.39751,242071,224239
1766854718.4075065,241938,224130
1766854718.4175043,242086,224235
1766854718.4275036,242086,224235
1766854718.4375048,242086,224235
1766854718.4475055,241954,224134
1766854718.4575045,242110,224245
1766854718.467513,242110,224245
1766854718.4775066,242110,224245
1766854718.4875042,241991,224143
1766854718.497506,242128,224246
1766854718.507506,242128,224246
1766854718.517504,242128,224246
1766854718.5275037,242030,224154
1766854718.5375037,242143,224251
1766854718.5475175,242143,224251
1766854718.5575392,242143,224251
1766854718.5675116,242049,224164
1766854718.5775201,242168,224262
1766854718.5875258,242168,224262
1766854718.5975208,242168,224262
1766854718.607509,242066,224163
1766854718.617504,242230,224271
1766854718.6275039,242230,224271
1766854718.6375117,242230,224271
1766854718.6475062,242090,224169
1766854718.6575305,242202,224246
1766854718.6675286,242202,224246
1766854718.677512,242202,224246
1766854718.6875055,241969,224119
1766854718.6974792,241843,224170
1766854718.7075136,241843,224170
1766854718.717517,241843,224170
1766854718.7275074,241678,224016
1766854718.737504,241593,224117
1766854718.7475815,241593,224117
1766854718.7575357,241593,224117
1766854718.7675154,241497,223953
1766854718.777518,241732,224147
1766854718.7875197,241732,224147
1766854718.797522,241732,224147
1766854718.8075302,241522,223970
1766854718.817517,241876,224252
1766854718.8275177,241876,224252
1766854718.8375242,241876,224252
1766854718.8475158,241588,223992
1766854718.8575172,241943,224246
1766854718.8675122,241943,224246
1766854718.8775182,241943,224246
1766854718.8875155,241671,224009
1766854718.8975081,241918,224222
1766854718.9075065,241918,224222
1766854718.9175062,241918,224222
1766854718.9275224,241748,224033
1766854718.9375083,242010,224124
1766854718.9475067,242010,224124
1766854718.957506,242010,224124
1766854718.9675102,241801,224065
1766854718.977505,241997,224182
1766854718.9875073,241997,224182
1766854718.9975078,241997,224182
1766854719.0075054,241866,224064
1766854719.0175183,241988,224189
1766854719.0275092,241988,224189
1766854719.0375125,241988,224189
1766854719.0475123,241885,224058
1766854719.0575306,242016,224210
1766854719.0675056,242016,224210
1766854719.0775065,242016,224210
1766854719.0875068,241713,224072
1766854719.0975266,242057,224207
1766854719.1075182,242057,224207
1766854719.1175077,242057,224207
1766854719.1275058,241684,224079
1766854719.1375313,242069,224202
1766854719.1475236,242069,224202
1766854719.1575263,242069,224202
1766854719.1675081,241859,224126
1766854719.1775177,242090,224215
1766854719.1875286,242090,224215
1766854719.1975229,242090,224215
1766854719.2075076,241930,224162
1766854719.217505,242105,224219
1766854719.2275128,242105,224219
1766854719.2375097,242105,224219
1766854719.2475138,241954,224111
1766854719.2575064,242124,224223
1766854719.2675064,242124,224223
1766854719.2775059,242124,224223
1766854719.2875097,241968,224159
1766854719.2975097,241968,224159
1766854719.307528,241968,224159
1766854719.3175259,241968,224020
1766854719.3275256,241726,224073
1766854719.3375201,241726,224073
1766854719.3475277,241726,224073
1766854719.357513,241872,224056
1766854719.367505,241631,224040
1766854719.3775046,241631,224040
1766854719.3875163,241631,224040
1766854719.3975089,241590,223967
1766854719.407505,241690,224069
1766854719.4175055,241690,224069
1766854719.4275196,241690,224069
1766854719.4375286,241488,223909
1766854719.4475102,241778,224103
1766854719.457521,241778,224103
1766854719.467523,241778,224103
1766854719.4775326,241549,223944
1766854719.4875278,241851,224115
1766854719.4975238,241851,224115
1766854719.5075285,241851,224115
1766854719.5177946,241629,223983
1766854719.5275118,241917,224137
1766854719.537509,241917,224137
1766854719.5475223,241917,224137
1766854719.557522,241716,224011
1766854719.5684004,241926,224135
1766854719.577513,241926,224135
1766854719.5875309,241926,224135
1766854719.5975282,241760,224026
1766854719.607528,241925,224128
1766854719.6175058,241925,224128
1766854719.627512,241925,224128
1766854719.6375065,241760,224024
1766854719.6475067,241938,224130
1766854719.6575305,241938,224130
1766854719.6675255,241938,224130
1766854719.6775095,241762,224031
1766854719.6875064,241954,224134
1766854719.697527,241954,224134
1766854719.7075083,241954,224134
1766854719.7175126,241781,224029
1766854719.7275088,241991,224143
1766854719.7375324,241991,224143
1766854719.7475407,241991,224143
1766854719.7575262,241821,224047
1766854719.7675292,242030,224154
1766854719.7775242,242030,224154
1766854719.7875385,242030,224154
1766854719.7975545,241882,224066
1766854719.8075268,242049,224164
1766854719.8175263,242049,224164
1766854719.8275268,242049,224164
1766854719.837525,241916,224074
1766854719.8475275,242066,224163
1766854719.8612416,242066,224163
1766854719.8675673,242066,224163
1766854719.8775587,241935,224077
1766854719.8875382,242090,224169
1766854719.8975537,242090,224169
1766854719.907527,242090,224169
1766854719.9175234,241953,224085
1766854719.9275236,241969,224119
1766854719.937518,241969,224119
1766854719.947521,241969,224119
1766854719.957518,241983,224094
1766854719.967517,241678,224016
1766854719.9775195,241678,224016
1766854719.987521,241678,224016
1766854719.997521,241996,224089
1766854720.007516,241497,223953
1766854720.0175161,241497,223953
1766854720.027516,241497,223953
1766854720.037531,241954,224076
1766854720.0491278,241522,223970
1766854720.0575352,241522,223970
1766854720.067582,241522,223970
1766854720.077554,241755,224002
1766854720.0875382,241588,223992
1766854720.0975294,241588,223992
1766854720.1075473,241588,223992
1766854720.1175363,241569,223942
1766854720.1275332,241671,224009
1766854720.1375194,241671,224009
1766854720.147517,241671,224009
1766854720.1575193,241567,223939
1766854720.1675165,241748,224033
1766854720.1775467,241748,224033
1766854720.1875398,241748,224033
1766854720.197528,241640,223973
1766854720.2075186,241801,224065
1766854720.2175188,241801,224065
1766854720.227519,241801,224065
1766854720.2375352,241724,223997
1766854720.2475333,241866,224064
1766854720.2575262,241866,224064
1766854720.267532,241866,224064
1766854720.277534,241786,224024
1766854720.287683,241885,224058
1766854720.297567,241885,224058
1766854720.3075488,241885,224058
1766854720.3175306,241812,224026
1766854720.327536,241713,224072
1766854720.3375351,241713,224072
1766854720.347529,241713,224072
1766854720.3575265,241794,224015
1766854720.367525,241684,224079
1766854720.3775244,241684,224079
1766854720.3875365,241684,224079
1766854720.3975325,241809,224012
1766854720.4075255,241859,224126
1766854720.417523,241859,224126
1766854720.427523,241859,224126
1766854720.4375288,241832,224032
1766854720.4475293,241930,224162
1766854720.4575517,241930,224162
1766854720.4716892,241879,224034
1766854720.4775426,241954,224111
1766854720.489614,241954,224111
1766854720.4975302,241954,224111
1766854720.5075595,241954,224111
1766854720.517555,241894,224072
1766854720.5275447,241991,223997
1766854720.537525,241991,223997
1766854720.5475283,241991,223997
1766854720.5575159,241945,224057
1766854720.567527,242003,224020
1766854720.5775132,242003,224020
1766854720.587518,242003,224020
1766854720.5975194,241990,224070
1766854720.6075149,241872,224056
1766854720.6175156,241872,224056
1766854720.627514,241872,224056
1766854720.6375153,242064,224070
1766854720.647559,241590,223967
1766854720.6578205,241590,223967
1766854720.6678376,241590,223967
1766854720.6775417,241969,224081
1766854720.6875474,241488,223909
1766854720.697584,241488,223909
1766854720.7075598,241488,223909
1766854720.7175457,241815,224057
1766854720.727536,241549,223944
1766854720.7376359,241549,223944
1766854720.7475197,241549,223944
1766854720.7575183,241656,223995
1766854720.767516,241629,223983
1766854720.7775154,241629,223983
1766854720.7875185,241629,223983
1766854720.7975307,241521,223948
1766854720.8075266,241716,224011
1766854720.8175292,241716,224011
1766854720.827528,241716,224011
1766854720.8375173,241555,223993
1766854720.8475416,241760,224026
1766854720.8577654,241760,224026
1766854720.8675518,241760,224026
1766854720.877564,241760,224026
1766854720.887548,241760,224024
1766854720.9018753,241760,224024
1766854720.9078386,241688,223883
1766854720.9175541,241762,224031
1766854720.9275486,241762,224031
1766854720.9375257,241762,224031
1766854720.9475145,241762,223934
1766854720.9575326,241781,224029
1766854720.9675143,241781,224029
1766854720.977513,241781,224029
1766854720.9875152,241788,223993
1766854720.9975123,241821,224047
1766854721.0075123,241821,224047
1766854721.0175138,241821,224047
1766854721.027511,241761,223976
1766854721.0375113,241882,224066
1766854721.0475578,241882,224066
1766854721.0588257,241882,224066
1766854721.0675347,241771,223981
1766854721.0775292,241916,224074
1766854721.0875263,241916,224074
1766854721.097567,241916,224074
1766854721.1075451,241783,223984
1766854721.1175697,241935,224077
1766854721.1275702,241935,224077
1766854721.1375585,241935,224077
1766854721.147732,241825,223998
1766854721.157531,241953,224085
1766854721.1675212,241953,224085
1766854721.1775239,241953,224085
1766854721.1876051,241857,224012
1766854721.1975274,241983,224094
1766854721.2075195,241983,224094
1766854721.2186215,241983,224094
1766854721.227526,241886,224017
1766854721.2375484,241996,224089
1766854721.2475512,241996,224089
1766854721.257522,241996,224089
1766854721.2675512,241891,224016
1766854721.2780862,241954,224076
1766854721.2875462,241954,224076
1766854721.2981558,241954,224076
1766854721.30755,241921,224028
1766854721.317541,241755,224002
1766854721.327524,241755,224002
1766854721.3375242,241755,224002
1766854721.3476362,241957,224022
1766854721.3575387,241569,223942
1766854721.367543,241569,223942
1766854721.377518,241569,223942
1766854721.3875246,241908,224006
1766854721.3975205,241567,223939
1766854721.4075196,241567,223939
1766854721.4175198,241567,223939
1766854721.4275177,241687,223921
1766854721.4375198,241640,223973
1766854721.4475217,241640,223973
1766854721.4575238,241640,223973
1766854721.4675257,241492,223859
1766854721.4775465,241724,223997
1766854721.4875293,241724,223997
1766854721.4975393,241724,223997
1766854721.5075238,241452,223841
1766854721.5175285,241786,224024
1766854721.5275261,241786,224024
1766854721.5375514,241786,224024
1766854721.5475326,241516,223864
1766854721.557527,241812,224026
1766854721.567526,241812,224026
1766854721.5775259,241812,224026
1766854721.587538,241599,223902
1766854721.5975301,241794,224015
1766854721.6075482,241794,224015
1766854721.6175299,241794,224015
1766854721.6275728,241650,223909
1766854721.6376052,241809,224012
1766854721.647553,241809,224012
1766854721.6578927,241809,224012
1766854721.6675627,241689,223914
1766854721.6801522,241832,224032
1766854721.687534,241832,224032
1766854721.6975474,241832,224032
1766854721.7076666,241697,223918
1766854721.7175364,241879,224034
1766854721.7280948,241879,224034
1766854721.7375457,241879,224034
1766854721.7475395,241698,223916
1766854721.757526,241894,224072
1766854721.7675273,241894,224072
1766854721.777516,241894,224072
1766854721.787531,241713,223924
1766854721.7975209,241945,224057
1766854721.8075316,241945,224057
1766854721.8175251,241945,224057
1766854721.827518,241763,223944
1766854721.8375278,241990,224070
1766854721.8475342,241990,224070
1766854721.8575318,241990,224070
1766854721.867529,241815,223948
1766854721.8775423,242064,224070
1766854721.8875377,242064,224070
1766854721.897526,242064,224070
1766854721.907525,241846,223970
1766854721.9175227,241969,224081
1766854721.927525,241969,224081
1766854721.9375224,241969,224081
1766854721.9475257,241862,223972
1766854721.9575238,241815,224057
1766854721.9675295,241815,224057
1766854721.9775252,241815,224057
1766854721.9875243,241883,223974
1766854721.9975233,241656,223995
1766854722.0075333,241656,223995
1766854722.017527,241656,223995
1766854722.0275354,241908,223969
1766854722.0375352,241521,223948
1766854722.0475252,241521,223948
1766854722.0575335,241521,223948
1766854722.0675404,241844,223955
1766854722.08444,241555,223993
1766854722.087547,241555,223993
1766854722.097548,241555,223993
1766854722.1075528,241605,223864
1766854722.1175466,241760,224026
1766854722.1275518,241760,224026
1766854722.137546,241760,224026
